31.8601 	DATA 	Keypress: left
31.8707 	EXP 	Device response: <KeyPress from None: t=31.857408166630194, value=left, duration=None>
31.8872 	EXP 	Fixation: autoDraw = False
31.8872 	EXP 	grating: autoDraw = False
31.8872 	EXP 	grating: ori = np.float64(3.5)
31.8872 	EXP 	Fixation: autoDraw = True
32.0540 	EXP 	Device response: <KeyPress from None: t=31.857408166630194, value=left, duration=0.184298291685991>
32.3706 	INFO 	Keyboard events cleared
32.3706 	EXP 	grating: autoDraw = True
32.3872 	EXP 	Fixation: autoDraw = False
32.6707 	EXP 	grating: autoDraw = False
33.1291 	DATA 	Keypress: right
33.1374 	EXP 	Device response: <KeyPress from None: t=33.12537312495988, value=right, duration=None>
33.1538 	EXP 	Fixation: autoDraw = False
33.1538 	EXP 	grating: autoDraw = False
33.1538 	EXP 	grating: ori = np.float64(3.0)
33.1538 	EXP 	Fixation: autoDraw = True
33.3708 	EXP 	Device response: <KeyPress from None: t=33.12537312495988, value=right, duration=0.24436162505298853>
33.6372 	INFO 	Keyboard events cleared
33.6372 	EXP 	grating: autoDraw = True
33.6540 	EXP 	Fixation: autoDraw = False
33.9373 	EXP 	grating: autoDraw = False
34.2207 	EXP 	Device response: <KeyPress from None: t=34.2163555000443, value=right, duration=None>
34.2215 	DATA 	Keypress: right
34.2372 	EXP 	Fixation: autoDraw = False
34.2372 	EXP 	grating: autoDraw = False
34.2372 	EXP 	grating: ori = np.float64(-3.0)
34.2372 	EXP 	Fixation: autoDraw = True
34.4541 	EXP 	Device response: <KeyPress from None: t=34.2163555000443, value=right, duration=0.22428004164248705>
34.7206 	INFO 	Keyboard events cleared
34.7206 	EXP 	grating: autoDraw = True
34.7372 	EXP 	Fixation: autoDraw = False
35.0205 	EXP 	grating: autoDraw = False
35.6708 	EXP 	Device response: <KeyPress from None: t=35.66631912498269, value=right, duration=None>
35.6717 	DATA 	Keypress: right
35.6872 	EXP 	Fixation: autoDraw = False
35.6872 	EXP 	grating: autoDraw = False
35.6872 	EXP 	grating: ori = np.float64(3.5)
35.6872 	EXP 	Fixation: autoDraw = True
35.9209 	EXP 	Device response: <KeyPress from None: t=35.66631912498269, value=right, duration=0.24428341665770859>
36.1706 	INFO 	Keyboard events cleared
36.1706 	EXP 	grating: autoDraw = True
36.1873 	EXP 	Fixation: autoDraw = False
36.4707 	EXP 	grating: autoDraw = False
36.7092 	DATA 	Keypress: right
36.7208 	EXP 	Device response: <KeyPress from None: t=36.70530441671144, value=right, duration=None>
36.7374 	EXP 	Fixation: autoDraw = False
36.7374 	EXP 	grating: autoDraw = False
36.7374 	EXP 	grating: ori = np.float64(-3.5)
36.7374 	EXP 	Fixation: autoDraw = True
36.9707 	EXP 	Device response: <KeyPress from None: t=36.70530441671144, value=right, duration=0.2523000832879916>
37.2205 	INFO 	Keyboard events cleared
37.2205 	EXP 	grating: autoDraw = True
37.2372 	EXP 	Fixation: autoDraw = False
37.5206 	EXP 	grating: autoDraw = False
37.8374 	EXP 	Device response: <KeyPress from None: t=37.83428795833606, value=left, duration=None>
37.8386 	DATA 	Keypress: left
37.8539 	EXP 	Fixation: autoDraw = False
37.8539 	EXP 	grating: autoDraw = False
37.8539 	EXP 	grating: ori = np.float64(-3.5)
37.8539 	EXP 	Fixation: autoDraw = True
38.0207 	EXP 	Device response: <KeyPress from None: t=37.83428795833606, value=left, duration=0.18029387504793704>
38.3372 	INFO 	Keyboard events cleared
38.3371 	EXP 	grating: autoDraw = True
38.3539 	EXP 	Fixation: autoDraw = False
38.6372 	EXP 	grating: autoDraw = False
38.9076 	DATA 	Keypress: left
38.9207 	EXP 	Device response: <KeyPress from None: t=38.90422812500037, value=left, duration=None>
38.9372 	EXP 	Fixation: autoDraw = False
38.9372 	EXP 	grating: autoDraw = False
38.9372 	EXP 	grating: ori = np.float64(3.0)
38.9372 	EXP 	Fixation: autoDraw = True
39.1038 	EXP 	Device response: <KeyPress from None: t=38.90422812500037, value=left, duration=0.18431104172486812>
39.4207 	INFO 	Keyboard events cleared
39.4207 	EXP 	grating: autoDraw = True
39.4373 	EXP 	Fixation: autoDraw = False
39.7207 	EXP 	grating: autoDraw = False
40.0948 	DATA 	Keypress: right
40.1040 	EXP 	Device response: <KeyPress from None: t=40.09122662502341, value=right, duration=None>
40.1207 	EXP 	Fixation: autoDraw = False
40.1207 	EXP 	grating: autoDraw = False
40.1207 	EXP 	grating: ori = np.float64(3.0)
40.1207 	EXP 	Fixation: autoDraw = True
40.2874 	EXP 	Device response: <KeyPress from None: t=40.09122662502341, value=right, duration=0.18430566659662873>
40.6040 	INFO 	Keyboard events cleared
40.6040 	EXP 	grating: autoDraw = True
40.6206 	EXP 	Fixation: autoDraw = False
40.9039 	EXP 	grating: autoDraw = False
41.1099 	DATA 	Keypress: right
41.1207 	EXP 	Device response: <KeyPress from None: t=41.10620204161387, value=right, duration=None>
41.1372 	EXP 	Fixation: autoDraw = False
41.1372 	EXP 	grating: autoDraw = False
41.1372 	EXP 	grating: ori = np.float64(3.0)
41.1372 	EXP 	Fixation: autoDraw = True
41.3207 	EXP 	Device response: <KeyPress from None: t=41.10620204161387, value=right, duration=0.2083153750281781>
41.6206 	INFO 	Keyboard events cleared
41.6206 	EXP 	grating: autoDraw = True
41.6362 	EXP 	Fixation: autoDraw = False
41.9204 	EXP 	grating: autoDraw = False
42.2572 	DATA 	Keypress: right
42.2700 	EXP 	Device response: <KeyPress from None: t=42.254140208358876, value=right, duration=None>
42.2873 	EXP 	Fixation: autoDraw = False
42.2873 	EXP 	grating: autoDraw = False
42.2873 	EXP 	grating: ori = np.float64(-2.5)
42.2873 	EXP 	Fixation: autoDraw = True
42.4706 	EXP 	Device response: <KeyPress from None: t=42.254140208358876, value=right, duration=0.21234012499917299>
42.7706 	INFO 	Keyboard events cleared
42.7706 	EXP 	grating: autoDraw = True
42.7872 	EXP 	Fixation: autoDraw = False
43.0707 	EXP 	grating: autoDraw = False
43.3540 	EXP 	Device response: <KeyPress from None: t=43.353146833367646, value=left, duration=None>
43.3564 	DATA 	Keypress: left
43.3700 	EXP 	Fixation: autoDraw = False
43.3700 	EXP 	grating: autoDraw = False
43.3700 	EXP 	grating: ori = np.float64(-2.5)
43.3700 	EXP 	Fixation: autoDraw = True
43.5708 	EXP 	Device response: <KeyPress from None: t=43.353146833367646, value=left, duration=0.2043129166122526>
43.8540 	INFO 	Keyboard events cleared
43.8539 	EXP 	grating: autoDraw = True
43.8706 	EXP 	Fixation: autoDraw = False
44.1539 	EXP 	grating: autoDraw = False
44.3177 	DATA 	Keypress: left
44.3206 	EXP 	Device response: <KeyPress from None: t=44.314131416613236, value=left, duration=None>
44.3366 	EXP 	Fixation: autoDraw = False
44.3366 	EXP 	grating: autoDraw = False
44.3366 	EXP 	grating: ori = np.float64(-2.5)
44.3366 	EXP 	Fixation: autoDraw = True
44.5040 	EXP 	Device response: <KeyPress from None: t=44.314131416613236, value=left, duration=0.1762857916764915>
44.8207 	INFO 	Keyboard events cleared
44.8207 	EXP 	grating: autoDraw = True
44.8372 	EXP 	Fixation: autoDraw = False
45.1206 	EXP 	grating: autoDraw = False
45.4296 	DATA 	Keypress: left
45.4373 	EXP 	Device response: <KeyPress from None: t=45.42611024994403, value=left, duration=None>
45.4538 	EXP 	Fixation: autoDraw = False
45.4538 	EXP 	grating: autoDraw = False
45.4538 	EXP 	grating: ori = np.float64(-2.0)
45.4538 	EXP 	Fixation: autoDraw = True
45.6206 	EXP 	Device response: <KeyPress from None: t=45.42611024994403, value=left, duration=0.18428183335345238>
45.9366 	INFO 	Keyboard events cleared
45.9366 	EXP 	grating: autoDraw = True
45.9532 	EXP 	Fixation: autoDraw = False
46.2373 	EXP 	grating: autoDraw = False
46.3540 	EXP 	Device response: <KeyPress from None: t=46.35108908335678, value=left, duration=None>
46.3554 	DATA 	Keypress: left
46.3695 	EXP 	Fixation: autoDraw = False
46.3695 	EXP 	grating: autoDraw = False
46.3695 	EXP 	grating: ori = np.float64(2.0)
46.3695 	EXP 	Fixation: autoDraw = True
46.5540 	EXP 	Device response: <KeyPress from None: t=46.35108908335678, value=left, duration=0.1922817083541304>
46.8539 	INFO 	Keyboard events cleared
46.8538 	EXP 	grating: autoDraw = True
46.8706 	EXP 	Fixation: autoDraw = False
47.1530 	EXP 	grating: autoDraw = False
47.2208 	EXP 	Device response: <KeyPress from None: t=47.21606829168741, value=left, duration=None>
47.2217 	DATA 	Keypress: left
47.2372 	EXP 	Fixation: autoDraw = False
47.2372 	EXP 	grating: autoDraw = False
47.2372 	EXP 	grating: ori = np.float64(-2.5)
47.2372 	EXP 	Fixation: autoDraw = True
47.4040 	EXP 	Device response: <KeyPress from None: t=47.21606829168741, value=left, duration=0.18428241659421474>
47.7206 	INFO 	Keyboard events cleared
47.7206 	EXP 	grating: autoDraw = True
47.7372 	EXP 	Fixation: autoDraw = False
48.0205 	EXP 	grating: autoDraw = False
48.3252 	DATA 	Keypress: left
48.3373 	EXP 	Device response: <KeyPress from None: t=48.321648541721515, value=left, duration=None>
48.3538 	EXP 	Fixation: autoDraw = False
48.3538 	EXP 	grating: autoDraw = False
48.3538 	EXP 	grating: ori = np.float64(2.5)
48.3538 	EXP 	Fixation: autoDraw = True
48.5037 	EXP 	Device response: <KeyPress from None: t=48.321648541721515, value=left, duration=0.1797193749807775>
48.8372 	INFO 	Keyboard events cleared
48.8371 	EXP 	grating: autoDraw = True
48.8538 	EXP 	Fixation: autoDraw = False
49.1371 	EXP 	grating: autoDraw = False
49.4040 	EXP 	Device response: <KeyPress from None: t=49.39902020827867, value=right, duration=None>
49.4049 	DATA 	Keypress: right
49.4204 	EXP 	Fixation: autoDraw = False
49.4204 	EXP 	grating: autoDraw = False
49.4204 	EXP 	grating: ori = np.float64(2.5)
49.4204 	EXP 	Fixation: autoDraw = True
